Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
FDJ20,20.7,Regular,0.16767231,Fruits and Vegetables,124.2,OUT010,1998,,,Grocery Store,247.6776,14.4
FDV09,12.1,Low Fat,0.020551458,Snack Foods,146.7,OUT013,1987,High,Tier 3,Supermarket Type1,2227.101,13.3
FDW09,13.65,Regular,0.025961116,Snack Foods,80.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,316.9208,13.4
FDS36,8.38,Regular,0.046960237,Baking Goods,111.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,2966.139,13.1
FDY19,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,2239.0854,14.5
DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9,OUT046,1997,Small,Tier1,Supermarket Type1,2013.3792,12.6
FDN12,15.6,Low Fat,0.08126841,Baking Goods,110.3,OUT045,2002,,,Supermarket Type1,1789.6704,14
FDJ03,12.35,Regular,0.072689818,Dairy,48.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,788.3072,13.9
FDC46,17.7,Low Fat,0.116723677,Snack Foods,182.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,5163.9448,14.1
FDM02,12.5,Regular,0.074035423,Canned,87.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,1133.8574,14.1
FDV20,20.2,Regular,0.059751638,Fruits and Vegetables,129.2,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424,14.2
NCH07,13.15,Low Fat,0.092854963,Household,158.8,OUT045,2002,,,Supermarket Type1,3010.7476,14.3
FDL28,0,Regular,0,Frozen Foods,230.1,OUT019,1985,Small,Tier1,Grocery Store,691.1004,14.3
FDJ46,0,Low Fat,0.044606379,Snack Foods,174.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,4377.635,14.5
FDQ34,10.85,Low Fat,0.162107603,Snack Foods,106.4,OUT013,1987,High,Tier 3,Supermarket Type1,2117.244,13.4
NCD42,0,Low Fat,0,Health and Hygiene,37.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,1024.6662,14.5
FDO34,17.7,Low Fat,0.030060895,Snack Foods,166.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,2013.3792,8.4
FDX60,14.35,Low Fat,0.081050006,Baking Goods,79.2,OUT017,2007,,,Supermarket Type1,1278.336,14.2
FDZ28,20,Regular,0.051783761,Frozen Foods,125.9,OUT017,2007,,,Supermarket Type1,3433.5306,11.6
FDT36,12.3,Low Fat,0,Baking Goods,37.3,OUT013,1987,High,Tier 3,Supermarket Type1,705.748,12.4
FDL24,10.3,Regular,0.024998007,Baking Goods,174.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,3448.844,14.4
FDJ58,15.6,Regular,0.105208448,Snack Foods,170.6,OUT013,1987,High,Tier 3,Supermarket Type1,4466.1864,13.4
FDY12,9.8,Regular,0.14118383,Baking Goods,50.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,253.004,14
FDP58,11.1,Low Fat,0.135692831,Snack Foods,220,OUT018,2009,Medium,Tier 2,Supermarket Type2,2628.5784,11.8
FDC41,0,Low Fat,0.116347087,Frozen Foods,76.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,2526.711,12.8
FDY07,11.8,Low Fat,0.12150063,Fruits and Vegetables,46.8,OUT013,1987,High,Tier 3,Supermarket Type1,413.4618,11.5
FDN08,7.72,Regular,0.088864488,Fruits and Vegetables,119.3,OUT017,2007,,,Supermarket Type1,3064.0116,13.4
FDJ53,0,Low Fat,0.070912843,Frozen Foods,121.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,2410.196,12.9
FDX04,19.6,Regular,0.041571557,Frozen Foods,49.9,OUT046,1997,Small,Tier1,Supermarket Type1,623.1888,12.5
FDZ19,6.425,Low Fat,0.093454899,Fruits and Vegetables,175.4,OUT046,1997,Small,Tier1,Supermarket Type1,2988.1104,14.7
FDB45,20.85,Low Fat,0.021329793,Fruits and Vegetables,105.5,OUT046,1997,Small,Tier1,Supermarket Type1,940.7754,14.6
NCF54,18,Low Fat,0.079299474,Household,170.5,OUT010,1998,,,Grocery Store,344.8844,11
FDX21,7.05,Low Fat,0.085138334,Snack Foods,108.7,OUT045,2002,,,Supermarket Type1,1310.2944,14.3
FDA50,16.25,Low Fat,0.087175137,Dairy,98.3,OUT046,1997,Small,Tier1,Supermarket Type1,1351.574,12.8
DRH39,20.7,Low Fat,0.093214498,Dairy,74.7,OUT017,2007,,,Supermarket Type1,2143.876,14.5
FDA38,5.44,Low Fat,0.025458716,Dairy,241.3,OUT013,1987,High,Tier 3,Supermarket Type1,3124.5994,14.2
NCP30,20.5,Low Fat,0.032741422,Household,40.5,OUT013,1987,High,Tier 3,Supermarket Type1,589.233,14.9
FDW19,12.35,Regular,0.038560279,Fruits and Vegetables,109.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1208.427,13.1
FDF41,,Low Fat,0.130544568,Frozen Foods,248,OUT027,1985,Medium,Tier 2,Supermarket Type3,7883.072,13.6
DRF23,4.61,Low Fat,0.122629121,Hard Drinks,175.4,OUT035,2004,Small,Tier1,Supermarket Type1,2616.594,14
NCP14,8.275,Low Fat,0.110913601,Household,106.3,OUT017,2007,,,Supermarket Type1,1254.3672,12.1
FDK44,,Low Fat,0.121635591,Fruits and Vegetables,175.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,2954.1546,13.4
DRA59,8.27,Regular,0.128449055,Soft Drinks,186.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,4442.2176,13
FDC28,7.905,Low Fat,0.055098434,Frozen Foods,109.2,OUT045,2002,,,Supermarket Type1,976.7286,14.4
NCO53,16.2,Low Fat,0,Health and Hygiene,182.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,3123.9336,13.5
FDY55,,LF,0,Fruits and Vegetables,258.4,OUT019,1985,Small,Tier1,Grocery Store,256.9988,14.6
NCS54,13.6,Low Fat,0.010013429,Household,176.4,OUT045,2002,,,Supermarket Type1,4587.362,14.6
NCM07,9.395,Low Fat,0.040187877,Others,85.7,OUT017,2007,,,Supermarket Type1,1593.9252,13.7
FDQ19,7.35,reg,0.024044279,Fruits and Vegetables,241.1,OUT010,1998,,,Grocery Store,242.3512,14.8
FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.3,OUT013,1987,High,Tier 3,Supermarket Type1,292.952,13.3
FDC14,14.5,Regular,0.041214746,Canned,42,OUT013,1987,High,Tier 3,Supermarket Type1,629.181,14
FDR12,12.6,Regular,0.031663212,Baking Goods,173.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,1030.6584,14.4
FDM60,10.8,Regular,0,Baking Goods,39.3,OUT013,1987,High,Tier 3,Supermarket Type1,1015.345,14
FDG26,18.85,Low Fat,0.042716162,Canned,257.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,3332.329,14.3
NCL55,12.15,Low Fat,0.06479182,Others,254,OUT045,2002,,,Supermarket Type1,2277.036,13.1
FDO21,11.6,Regular,0.009761175,Snack Foods,226.9,OUT035,2004,Small,Tier1,Supermarket Type1,1800.3232,13.8
NCG18,15.3,Low Fat,0.02295878,Household,101.6,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,14.3
FDA27,20.35,Regular,0.030927632,Dairy,256.9,OUT046,1997,Small,Tier1,Supermarket Type1,3579.3408,12.7
DRG03,14.5,Low Fat,0.103752817,Dairy,155.2,OUT010,1998,,,Grocery Store,307.5996,14.4
FDC22,6.89,Regular,0.136428395,Snack Foods,194,OUT046,1997,Small,Tier1,Supermarket Type1,1737.738,11.2
FDC21,14.6,Regular,0.071904258,Fruits and Vegetables,106.8,OUT010,1998,,,Grocery Store,108.5254,14.4
FDN50,16.85,reg,0.026627857,Canned,93.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,745.696,13.9
DRF27,8.93,Low Fat,0.028393624,Dairy,153.4,OUT013,1987,High,Tier 3,Supermarket Type1,1378.206,14.4
FDW57,8.31,Regular,0.116331694,Snack Foods,176.9,OUT017,2007,,,Supermarket Type1,3010.7476,8.6
FDM34,19,Low Fat,0.112893408,Snack Foods,131.1,OUT010,1998,,,Grocery Store,524.6504,13.8
FDZ39,,Regular,0.017937483,Meat,103.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,1547.985,12.7
FDU28,,Regular,0.164438907,Frozen Foods,188.4,OUT019,1985,Small,Tier1,Grocery Store,376.8428,13.8
FDQ27,5.19,Regular,0.044252621,Meat,102.6,OUT046,1997,Small,Tier1,Supermarket Type1,1651.184,8.4
FDQ52,17,Low Fat,0.120060274,Frozen Foods,246.5,OUT017,2007,,,Supermarket Type1,4470.1812,12.9
FDT51,11.65,Regular,0.010909704,Meat,110.9,OUT013,1987,High,Tier 3,Supermarket Type1,1677.816,11.6
NCI30,20.25,Low Fat,0.059055045,Household,247.3,OUT045,2002,,,Supermarket Type1,1970.768,14.5
NCX29,10,Low Fat,0.149223055,Health and Hygiene,145.8,OUT010,1998,,,Grocery Store,874.8612,12.8
FDX38,,Regular,0.084404264,Dairy,49.5,OUT019,1985,Small,Tier1,Grocery Store,143.8128,13.5
FDO08,11.1,Regular,0.054079556,Fruits and Vegetables,166,OUT017,2007,,,Supermarket Type1,2631.2416,13.6
FDM15,11.8,reg,0.057655493,Meat,152.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,1662.5026,14.3
FDW22,9.695,Regular,0.030413777,Snack Foods,221.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,2217.114,13.1
FDT08,13.65,Low Fat,0.049496899,Fruits and Vegetables,151.5,OUT017,2007,,,Supermarket Type1,2846.295,2
FDS32,17.75,Regular,0.029653914,Fruits and Vegetables,140.6,OUT046,1997,Small,Tier1,Supermarket Type1,2669.1922,14.2
NCI06,11.3,Low Fat,0.047912071,Household,179.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,1258.362,12.7
FDR21,,Low Fat,0.066611321,Snack Foods,178.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,3705.177,9.7
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122,OUT046,1997,Small,Tier1,Supermarket Type1,2651.2156,10.9
FDZ02,6.905,Regular,0.03822479,Dairy,99.9,OUT045,2002,,,Supermarket Type1,587.2356,14.4
FDH47,13.5,Regular,0.129016487,Starchy Foods,98.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,1846.9292,14.5
FDM58,16.85,Regular,0.080141165,Snack Foods,111.5,OUT017,2007,,,Supermarket Type1,2013.3792,14.7
FDG09,20.6,Regular,0.0480335,Fruits and Vegetables,188.3,OUT045,2002,,,Supermarket Type1,3755.112,12.9
FDO27,6.175,Regular,0.179355893,Meat,94.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,575.2512,13.6
FDI41,18.5,Regular,0.062510529,Frozen Foods,146.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,2059.9852,12.2
FDK34,13.35,Low Fat,0.038519399,Snack Foods,236.9,OUT035,2004,Small,Tier1,Supermarket Type1,5005.4844,13.9
NCX54,,Low Fat,0.047827139,Household,105.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,3387.5904,14
FDL14,8.115,Regular,0.032208865,Canned,155,OUT049,1999,Medium,Tier 2,Supermarket Type1,3739.1328,14.6
FDA13,15.85,Low Fat,0.078874948,Canned,37.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,303.6048,12.6
FDS11,,Regular,0.097275777,Breads,223.9,OUT019,1985,Small,Tier1,Grocery Store,223.7088,12
FDT43,16.35,Low Fat,0.020664178,Fruits and Vegetables,50.8,OUT017,2007,,,Supermarket Type1,1298.31,14
FDR07,21.35,Low Fat,0.078060605,Fruits and Vegetables,96,OUT018,2009,Medium,Tier 2,Supermarket Type2,380.8376,14
FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,4434.228,3.8
DRM23,16.6,Low Fat,0.135944247,Hard Drinks,172,OUT049,1999,Medium,Tier 2,Supermarket Type1,2586.633,14.1
FDO52,11.6,Regular,0.077478931,Frozen Foods,170.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,4277.765,14.8
FDD10,20.6,Regular,0.046114018,Snack Foods,178.2,OUT045,2002,,,Supermarket Type1,1070.6064,13.8
FDN38,,Regular,0.161030847,Canned,251.2,OUT019,1985,Small,Tier1,Grocery Store,1001.3632,12.5
FDE17,20.1,Regular,0.054455495,Frozen Foods,149.5,OUT046,1997,Small,Tier1,Supermarket Type1,2871.5954,14
FDZ03,13.65,Regular,0,Dairy,186,OUT018,2009,Medium,Tier 2,Supermarket Type2,4287.752,13.6
FDD03,13.3,Low Fat,0.080257683,Dairy,232.6,OUT017,2007,,,Supermarket Type1,1864.24,13.6
NCW18,,Low Fat,0.059037538,Household,237.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,2607.2728,14.1
DRG36,,LF,0.094916347,Soft Drinks,172.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,4277.765,11.3
FDT43,16.35,Low Fat,0.034393057,Fruits and Vegetables,50.8,OUT010,1998,,,Grocery Store,155.7972,14.3
NCU17,5.32,Low Fat,0.093261677,Health and Hygiene,101,OUT018,2009,Medium,Tier 2,Supermarket Type2,1222.4088,12.9
FDH50,15,Regular,0.16143544,Canned,185.1,OUT046,1997,Small,Tier1,Supermarket Type1,2766.399,12.7
FDU57,8.27,Regular,0.089479661,Snack Foods,148.7,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912,12.9
FDA56,,Low Fat,0.008722342,Fruits and Vegetables,123.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,4508.1318,14.2
FDZ15,13.1,Low Fat,0.020988798,Dairy,117.8,OUT017,2007,,,Supermarket Type1,1191.782,12.9
FDY51,12.5,Low Fat,0.081260969,Meat,221.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,3085.3172,14.7
DRF03,19.1,Low Fat,0.045308131,Dairy,42.5,OUT046,1997,Small,Tier1,Supermarket Type1,649.8208,14.7
NCV06,11.3,Low Fat,0.06705851,Household,194,OUT017,2007,,,Supermarket Type1,3293.7126,13.7
FDA21,13.65,Low Fat,0.035930784,Snack Foods,184.5,OUT013,1987,High,Tier 3,Supermarket Type1,9069.5276,14
NCQ53,,low fat,0.018813776,Health and Hygiene,235.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,5672.616,12.8
NCO29,,Low Fat,0.032099989,Health and Hygiene,164.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,2960.1468,14.7
FDT26,18.85,Regular,0.06823032,Dairy,121,OUT018,2009,Medium,Tier 2,Supermarket Type2,1557.972,12.3
FDI21,5.59,Regular,0.056592115,Snack Foods,65,OUT035,2004,Small,Tier1,Supermarket Type1,447.4176,14.2
NCI55,18.6,Low Fat,0.012643035,Household,119.8,OUT013,1987,High,Tier 3,Supermarket Type1,365.5242,13.9
FDZ04,9.31,Low Fat,0.063529046,Frozen Foods,63.8,OUT010,1998,,,Grocery Store,126.502,13.1
FDL27,6.17,Low Fat,0.010630949,Meat,66,OUT046,1997,Small,Tier1,Supermarket Type1,1162.4868,14.7
FDS45,5.175,Regular,0.029490377,Snack Foods,107.7,OUT035,2004,Small,Tier1,Supermarket Type1,2858.2794,12.8
NCG43,,Low Fat,0.129983688,Household,93,OUT019,1985,Small,Tier1,Grocery Store,185.0924,14.6
FDU28,19.2,Regular,0.094300933,Frozen Foods,187.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1695.7926,6.3
FDO20,12.85,Regular,0.152001201,Fruits and Vegetables,252.3,OUT013,1987,High,Tier 3,Supermarket Type1,6056.1168,14.3
NCG55,16.25,Low Fat,0.039113587,Household,116,OUT013,1987,High,Tier 3,Supermarket Type1,1488.7288,14.7
NCM42,6.13,Low Fat,0.02848169,Household,110.5,OUT017,2007,,,Supermarket Type1,1310.2944,13.1
NCG07,12.3,Low Fat,0.05271592,Household,189.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,569.259,14.6
NCQ29,,Low Fat,0.182493512,Health and Hygiene,258.8,OUT019,1985,Small,Tier1,Grocery Store,1041.3112,14.3
NCV05,10.1,Low Fat,0.050562853,Health and Hygiene,153.4,OUT010,1998,,,Grocery Store,463.3968,14.2
NCO02,11.15,Low Fat,0.07366703,Others,66.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,131.8284,14.7
FDH19,19.35,Low Fat,0.03322326,Meat,139.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,3301.7022,14.3
DRG13,17.25,Low Fat,0.037396492,Soft Drinks,165.7,OUT017,2007,,,Supermarket Type1,1808.9786,14
FDI57,19.85,Low Fat,0.054015429,Seafood,196.4,OUT035,2004,Small,Tier1,Supermarket Type1,4138.6128,13.8
FDX51,9.5,Regular,0.02210346,Meat,194.7,OUT045,2002,,,Supermarket Type1,1370.2164,14
FDW33,9.395,Low Fat,0.099274694,Snack Foods,104.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,852.224,12.3
DRE12,4.59,Low Fat,0.070721656,Soft Drinks,113.3,OUT013,1987,High,Tier 3,Supermarket Type1,1471.418,13.8
FDY31,5.98,Low Fat,0.043554614,Fruits and Vegetables,148.2,OUT035,2004,Small,Tier1,Supermarket Type1,2354.2688,11.2
FDR31,6.46,Regular,0.04923932,Fruits and Vegetables,144.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,4374.306,14.2
FDS55,7.02,Low Fat,0.08114883,Fruits and Vegetables,146.9,OUT035,2004,Small,Tier1,Supermarket Type1,3563.3616,14.6
DRL60,8.52,Low Fat,0.027054244,Soft Drinks,151.6,OUT035,2004,Small,Tier1,Supermarket Type1,3506.7686,14.2
FDW55,12.6,Regular,0.036773101,Fruits and Vegetables,250.3,OUT010,1998,,,Grocery Store,249.0092,14.1
FDT11,5.94,Regular,0.049163321,Breads,186.5,OUT010,1998,,,Grocery Store,563.2668,14.8
FDO50,16.25,Low Fat,0.078168739,Canned,91.4,OUT046,1997,Small,Tier1,Supermarket Type1,1653.8472,14.5
FDD28,10.695,Low Fat,0.05337973,Frozen Foods,56.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1113.2176,14.2
FDN28,5.88,Regular,0.030418998,Frozen Foods,103.1,OUT017,2007,,,Supermarket Type1,1341.587,13.4
FDS35,9.3,LF,0.111673587,Breads,65.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,968.739,13.5
FDB38,19.5,Regular,0.027341529,Canned,158.3,OUT035,2004,Small,Tier1,Supermarket Type1,3994.8,14.7
FDT07,5.82,Regular,0.077634044,Fruits and Vegetables,256.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,3844.995,13
FDC53,8.68,Low Fat,0.008835694,Frozen Foods,96.5,OUT046,1997,Small,Tier1,Supermarket Type1,1182.4608,14.4
NCT41,15.7,Low Fat,0.055990291,Health and Hygiene,153.2,OUT046,1997,Small,Tier1,Supermarket Type1,3795.06,13.7
FDR40,,Regular,0.00799548,Frozen Foods,78.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,2255.7304,13.8
FDH32,12.8,Low Fat,0.076369874,Fruits and Vegetables,97.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,1448.115,14.7
FDN60,15.1,Low Fat,0.095351065,Baking Goods,158.7,OUT045,2002,,,Supermarket Type1,2535.3664,12.7
FDR33,7.31,Low Fat,0.026783871,Snack Foods,108.2,OUT035,2004,Small,Tier1,Supermarket Type1,1098.57,14.1
FDB59,,Low Fat,0.01520491,Snack Foods,197.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,4166.5764,13.9
FDS07,12.35,Low Fat,0.099757833,Fruits and Vegetables,114,OUT046,1997,Small,Tier1,Supermarket Type1,910.8144,13.5
FDD02,16.6,LF,0,Canned,117.3,OUT013,1987,High,Tier 3,Supermarket Type1,2014.7108,11.5
FDH05,14.35,Regular,0.090896452,Frozen Foods,231.3,OUT035,2004,Small,Tier1,Supermarket Type1,6024.1584,14.4
FDR04,7.075,Low Fat,0.022602061,Frozen Foods,98.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1458.102,14.7
DRJ47,18.25,Low Fat,0.044250304,Hard Drinks,174.7,OUT046,1997,Small,Tier1,Supermarket Type1,2423.512,14.1
FDW50,13.1,Low Fat,0.075885921,Dairy,165.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1504.0422,11.4
NCJ17,7.68,Low Fat,0.153177941,Health and Hygiene,85.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,1278.336,14.2
FDH60,19.7,Regular,0,Baking Goods,197.9,OUT045,2002,,,Supermarket Type1,1767.699,11.3
DRL60,8.52,Low Fat,0.027114238,Soft Drinks,152,OUT045,2002,,,Supermarket Type1,1677.1502,13.6
FDS32,17.75,Regular,0.049634572,Fruits and Vegetables,140.3,OUT010,1998,,,Grocery Store,280.9676,14.4
FDM58,,reg,0,Snack Foods,112.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,3914.904,14.3
FDK10,5.785,Regular,0.040587146,Snack Foods,180.4,OUT017,2007,,,Supermarket Type1,1258.362,14.6
NCS30,5.945,LF,0.093008616,Household,127.9,OUT035,2004,Small,Tier1,Supermarket Type1,2195.8084,11.9
FDY15,18.25,Regular,0.17179432,Dairy,154.7,OUT017,2007,,,Supermarket Type1,2659.871,13.3
FDC53,8.68,Low Fat,0.008828341,Frozen Foods,99.9,OUT013,1987,High,Tier 3,Supermarket Type1,689.7688,11.4
FDK45,11.65,LF,0.033858187,Seafood,113.4,OUT046,1997,Small,Tier1,Supermarket Type1,2603.278,14.2
FDH26,19.25,reg,0.034841089,Canned,141.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,282.2992,14.5
NCW06,16.2,Low Fat,0.08425957,Household,192.3,OUT010,1998,,,Grocery Store,769.6648,12.3
FDV37,13,Regular,0.083444376,Canned,195.8,OUT013,1987,High,Tier 3,Supermarket Type1,4152.5946,11.3
FDB52,17.75,low fat,0.030497325,Dairy,257,OUT045,2002,,,Supermarket Type1,1534.0032,9.9
FDF41,12.15,Low Fat,0.131179812,Frozen Foods,245.2,OUT046,1997,Small,Tier1,Supermarket Type1,3202.498,14.1
FDA39,6.32,Low Fat,0.012737719,Meat,38.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,353.5398,14.3
FDE56,17.25,Regular,0.159165324,Fruits and Vegetables,63.4,OUT035,2004,Small,Tier1,Supermarket Type1,1547.985,14.5
FDC56,7.72,Low Fat,0.122015744,Fruits and Vegetables,121.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,2277.036,13.9
FDT26,18.85,Regular,0.068091318,Dairy,139.6,OUT045,2002,,,Supermarket Type1,3475.476,14.2
FDR21,19.7,Low Fat,0.067314073,Snack Foods,175.1,OUT017,2007,,,Supermarket Type1,2822.992,13.3
FDC14,14.5,Regular,0.041249072,Canned,40.5,OUT046,1997,Small,Tier1,Supermarket Type1,1216.4166,14.7
FDI32,17.7,Low Fat,0.174340475,Fruits and Vegetables,116.7,OUT035,2004,Small,Tier1,Supermarket Type1,3570.6854,13.9
FDI02,15.7,Regular,0.11454343,Canned,113.7,OUT035,2004,Small,Tier1,Supermarket Type1,3263.0858,13.7
FDE22,9.695,Low Fat,0.029693277,Snack Foods,159.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,2716.464,11.6
FDW26,11.8,Regular,0.107057186,Dairy,224.2,OUT046,1997,Small,Tier1,Supermarket Type1,3558.0352,14.2
FDA36,,Low Fat,0.009921107,Baking Goods,183.7,OUT019,1985,Small,Tier1,Grocery Store,555.2772,14.2
NCS06,,Low Fat,0.031583053,Household,261,OUT027,1985,Medium,Tier 2,Supermarket Type3,7100.757,13.4
NCX05,15.2,Low Fat,0.097043739,Health and Hygiene,116.8,OUT035,2004,Small,Tier1,Supermarket Type1,2664.5316,13.7
FDU19,8.77,reg,0.046762633,Fruits and Vegetables,170.8,OUT035,2004,Small,Tier1,Supermarket Type1,1724.422,13.5
FDA49,19.7,Low Fat,0.064909488,Canned,88.5,OUT035,2004,Small,Tier1,Supermarket Type1,1308.297,14.1
NCZ42,10.5,LF,0.011305479,Household,235.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,4740.496,13.8
FDX32,15.1,Regular,0,Fruits and Vegetables,146.3,OUT010,1998,,,Grocery Store,433.4358,13.5
FDR01,5.405,Regular,0.053576661,Canned,200.6,OUT013,1987,High,Tier 3,Supermarket Type1,2388.8904,14
FDQ15,20.35,Regular,0.150947728,Meat,81,OUT013,1987,High,Tier 3,Supermarket Type1,1868.2348,14.3
FDQ14,,low fat,0.10818157,Dairy,149.6,OUT019,1985,Small,Tier1,Grocery Store,449.415,12.4
FDS56,5.785,Regular,0.038749536,Fruits and Vegetables,262,OUT035,2004,Small,Tier1,Supermarket Type1,4459.5284,14.2
DRJ24,11.8,Low Fat,0.113790879,Soft Drinks,185.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,370.1848,14.2
FDG52,,Low Fat,0.065313024,Frozen Foods,47.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,1516.0266,14.4
FDF59,12.5,Low Fat,0,Starchy Foods,127.1,OUT017,2007,,,Supermarket Type1,253.004,13.1
DRM49,6.11,Regular,0.152813518,Soft Drinks,45.6,OUT017,2007,,,Supermarket Type1,1025.9978,13.2
NCP02,7.105,Low Fat,0.044771473,Household,58.3,OUT013,1987,High,Tier 3,Supermarket Type1,592.562,13.1
FDW13,8.5,Low Fat,0.098083231,Canned,50.3,OUT045,2002,,,Supermarket Type1,675.1212,14
FDV12,16.7,Regular,0.06121901,Baking Goods,100,OUT017,2007,,,Supermarket Type1,1970.768,13.5
FDH14,17.1,Regular,0.047073322,Canned,138.7,OUT017,2007,,,Supermarket Type1,2950.1598,13.8
FDQ20,8.325,Low Fat,0.029953314,Fruits and Vegetables,39.5,OUT017,2007,,,Supermarket Type1,568.5932,13.5
FDT45,15.85,Low Fat,0,Snack Foods,55.2,OUT013,1987,High,Tier 3,Supermarket Type1,1255.6988,12.6
NCM26,,Low Fat,0.040520754,Others,153.9,OUT019,1985,Small,Tier1,Grocery Store,153.134,14.4
FDJ22,,Low Fat,0.052554508,Snack Foods,190.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,1917.504,14.1
FDD29,12.15,Low Fat,0.018514652,Frozen Foods,252.8,OUT017,2007,,,Supermarket Type1,5834.4054,14.7
FDA13,15.85,Low Fat,0.07871426,Canned,37.3,OUT045,2002,,,Supermarket Type1,493.3578,4.8
FDV47,17.1,Low Fat,0.054197299,Breads,83.6,OUT035,2004,Small,Tier1,Supermarket Type1,1860.2452,13.4
FDS57,15.5,Low Fat,0.103442268,Snack Foods,144.8,OUT046,1997,Small,Tier1,Supermarket Type1,2433.499,13.6
DRG36,14.15,LF,0.095360186,Soft Drinks,172.3,OUT035,2004,Small,Tier1,Supermarket Type1,3251.1014,14.5
FDK38,,low fat,0.053031857,Canned,149.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,4454.202,14.4
DRJ49,6.865,Low Fat,0.013990601,Soft Drinks,127.7,OUT035,2004,Small,Tier1,Supermarket Type1,2841.6344,14.4
FDR37,16.5,Regular,0.066237024,Breakfast,183.1,OUT035,2004,Small,Tier1,Supermarket Type1,6385.022,14
NCS53,14.5,Low Fat,0.089761211,Health and Hygiene,159.5,OUT035,2004,Small,Tier1,Supermarket Type1,2376.906,13.2
FDR22,19.35,Regular,0.01863822,Snack Foods,110.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,1677.816,10.2
