Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
30.0,No,Travel_Rarely,,,Life Sciences,2,Female,4,3,Research Director,1.0,,0,Yes,12,3,8
32.0,Yes,Travel_Rarely,,1.0,Life Sciences,1,Male,1,2,Sales Executive,2.0,6735.0,6,No,15,3,0
45.0,No,Travel_Rarely,Research & Development,20.0,Medical,2,Male,1,3,Healthcare Representative,1.0,,2,Yes,18,3,7
29.0,Yes,Travel_Rarely,Human Resources,13.0,Human Resources,1,Male,2,1,Human Resources,1.0,2335.0,4,Yes,15,3,2
51.0,No,Travel_Frequently,Sales,2.0,Marketing,2,Male,3,3,Sales Executive,,10596.0,2,No,11,3,4
33.0,Yes,Travel_Rarely,Research & Development,14.0,Medical,3,Male,3,1,Laboratory Technician,4.0,2436.0,5,Yes,13,3,5
29.0,Yes,Travel_Rarely,Research & Development,1.0,Technical Degree,1,Male,2,1,Research Scientist,1.0,2362.0,6,No,13,3,9
34.0,No,Travel_Rarely,,10.0,Life Sciences,2,Male,3,1,Laboratory Technician,2.0,2008.0,1,No,14,3,1
37.0,Yes,Travel_Rarely,Research & Development,11.0,Medical,1,Female,1,2,Healthcare Representative,2.0,4777.0,5,No,15,3,1
30.0,Yes,Travel_Frequently,Sales,26.0,Marketing,3,Female,2,2,Sales Executive,1.0,6696.0,5,No,15,3,6
35.0,No,Travel_Rarely,,16.0,Marketing,3,Male,3,3,Sales Executive,2.0,8020.0,0,No,15,3,11
,Yes,Travel_Rarely,,17.0,Technical Degree,3,Male,2,1,Laboratory Technician,4.0,2367.0,5,No,12,3,4
50.0,No,Travel_Frequently,Sales,12.0,Marketing,3,Female,3,3,Sales Executive,4.0,9208.0,4,No,11,3,2
29.0,Yes,Travel_Frequently,,13.0,Technical Degree,1,Female,3,2,Sales Executive,2.0,5765.0,5,No,11,3,5
34.0,No,Travel_Rarely,Research & Development,2.0,Technical Degree,3,Female,3,2,Healthcare Representative,4.0,6687.0,1,No,11,3,14
21.0,Yes,Travel_Rarely,Research & Development,,Other,4,Female,3,1,Research Scientist,4.0,2693.0,1,No,19,3,1
28.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,1,Male,2,1,Research Scientist,2.0,3201.0,0,No,17,3,5
45.0,No,Travel_Rarely,Human Resources,24.0,Medical,2,Male,3,1,Human Resources,2.0,2177.0,1,No,16,3,6
28.0,Yes,Travel_Frequently,Research & Development,1.0,Medical,1,Male,2,1,Laboratory Technician,2.0,2596.0,1,No,15,3,1
28.0,No,Travel_Rarely,Research & Development,15.0,Life Sciences,1,Male,3,1,Laboratory Technician,3.0,2207.0,1,No,16,3,4
33.0,No,Travel_Rarely,,,Life Sciences,2,Male,3,2,Laboratory Technician,3.0,5207.0,1,Yes,12,3,15
21.0,No,Travel_Rarely,Research & Development,15.0,Life Sciences,3,Male,3,1,Research Scientist,4.0,1232.0,1,No,14,3,0
50.0,Yes,Travel_Frequently,Sales,,Other,4,Male,3,2,Sales Executive,3.0,4728.0,3,Yes,14,3,0
44.0,No,Non-Travel,Research & Development,5.0,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,3162.0,3,No,14,3,5
27.0,No,Travel_Rarely,Research & Development,4.0,Life Sciences,2,Female,3,1,Research Scientist,3.0,2318.0,1,No,19,3,1
38.0,No,Travel_Rarely,Research & Development,9.0,Life Sciences,2,Male,3,1,Research Scientist,4.0,4771.0,2,No,19,3,5
20.0,Yes,Travel_Rarely,Sales,2.0,Medical,3,Female,2,1,Sales Representative,3.0,2044.0,1,No,13,3,2
39.0,Yes,Travel_Frequently,,2.0,Life Sciences,1,Male,3,4,Healthcare Representative,4.0,12169.0,7,No,11,3,18
28.0,Yes,Travel_Rarely,Research & Development,12.0,Life Sciences,3,Female,3,1,Laboratory Technician,4.0,,1,Yes,11,3,1
39.0,Yes,Travel_Rarely,Research & Development,23.0,Medical,3,Male,3,1,Research Scientist,1.0,3904.0,0,No,13,3,5
25.0,Yes,Travel_Rarely,Sales,19.0,Marketing,3,Male,2,1,Sales Representative,2.0,,1,Yes,18,3,1
56.0,No,Travel_Rarely,Research & Development,9.0,Medical,3,Male,3,4,Healthcare Representative,4.0,11103.0,7,No,11,3,10
,No,Travel_Rarely,Research & Development,,Medical,2,Female,3,1,Research Scientist,2.0,3936.0,1,No,11,3,8
35.0,Yes,Travel_Rarely,Sales,27.0,Life Sciences,3,Male,3,2,Sales Executive,4.0,5813.0,1,Yes,18,3,10
46.0,Yes,Travel_Rarely,Sales,9.0,Medical,3,Male,2,3,Sales Executive,4.0,9619.0,1,No,16,3,9
30.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,1,Female,3,1,Research Scientist,3.0,2132.0,4,Yes,11,3,5
,No,Non-Travel,Research & Development,18.0,Life Sciences,4,Male,3,2,Manufacturing Director,4.0,6804.0,1,Yes,15,3,7
32.0,No,,Research & Development,2.0,Technical Degree,4,Male,2,2,Laboratory Technician,1.0,2176.0,4,No,13,3,6
29.0,No,Travel_Frequently,Research & Development,1.0,Life Sciences,4,Male,4,2,Healthcare Representative,3.0,6294.0,8,Yes,12,3,3
45.0,No,Travel_Frequently,Research & Development,7.0,Life Sciences,1,Male,4,2,Manufacturing Director,3.0,6434.0,4,No,17,3,3
27.0,No,Travel_Rarely,Research & Development,6.0,Medical,1,Female,2,1,Research Scientist,3.0,2187.0,0,No,12,3,5
34.0,No,Travel_Rarely,Research & Development,,Life Sciences,4,Male,3,3,Healthcare Representative,4.0,8500.0,0,No,11,3,9
30.0,Yes,Travel_Frequently,Human Resources,8.0,Human Resources,3,Female,2,1,Human Resources,4.0,2180.0,6,No,11,3,4
18.0,Yes,Non-Travel,Research & Development,8.0,Medical,3,Male,3,1,Laboratory Technician,3.0,,1,No,12,3,0
31.0,No,,,2.0,Human Resources,1,Male,2,2,Human Resources,1.0,6410.0,3,No,12,3,2
31.0,Yes,,Sales,2.0,Life Sciences,3,Female,2,1,Sales Representative,4.0,,7,No,14,3,1
36.0,No,Travel_Frequently,Research & Development,,Life Sciences,2,Male,2,2,Manufacturing Director,2.0,6499.0,1,No,13,3,6
28.0,No,Travel_Rarely,Sales,3.0,Medical,2,Female,3,1,Sales Representative,2.0,2856.0,1,No,19,3,1
29.0,Yes,,Human Resources,,Human Resources,1,Male,2,1,Human Resources,1.0,2335.0,4,Yes,15,3,2
,No,Travel_Rarely,Sales,2.0,Life Sciences,4,Female,2,1,Sales Representative,4.0,3294.0,1,Yes,18,3,3
46.0,No,Travel_Rarely,Research & Development,1.0,Medical,4,Male,3,3,Healthcare Representative,1.0,9396.0,7,No,16,3,4
36.0,No,Travel_Rarely,Research & Development,6.0,Life Sciences,2,Female,4,1,Laboratory Technician,4.0,3038.0,3,No,12,3,1
20.0,Yes,Travel_Rarely,Sales,2.0,Medical,3,Female,2,1,Sales Representative,3.0,2044.0,1,No,13,3,2
,Yes,Travel_Rarely,Research & Development,8.0,Life Sciences,1,Female,2,1,Research Scientist,2.0,1261.0,1,No,12,3,1
22.0,Yes,Travel_Frequently,Research & Development,3.0,Life Sciences,3,Male,2,1,Research Scientist,4.0,2853.0,0,Yes,11,3,0
36.0,No,Travel_Rarely,Sales,11.0,Marketing,2,Female,2,2,Sales Executive,4.0,6652.0,4,No,13,3,6
46.0,No,Travel_Frequently,Research & Development,1.0,Medical,3,Male,2,3,Healthcare Representative,1.0,10673.0,2,Yes,13,3,10
25.0,Yes,Travel_Rarely,,19.0,Marketing,3,Male,2,1,Sales Representative,2.0,2413.0,1,Yes,18,3,1
39.0,No,Travel_Rarely,Research & Development,,Life Sciences,1,Male,3,2,Manufacturing Director,3.0,,0,No,11,3,8
,No,Travel_Rarely,,2.0,Other,4,Male,3,2,Sales Executive,2.0,,0,No,19,3,8
36.0,No,Non-Travel,Sales,10.0,Medical,2,Male,3,3,Sales Executive,4.0,9980.0,1,No,14,3,10
34.0,Yes,Travel_Rarely,Research & Development,6.0,Medical,2,Male,3,1,Research Scientist,1.0,2960.0,2,No,11,3,4
39.0,No,Travel_Rarely,Research & Development,,Life Sciences,1,Male,3,2,Research Scientist,4.0,4108.0,7,No,13,3,7
28.0,Yes,Travel_Rarely,Research & Development,24.0,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,2028.0,5,Yes,14,3,4
36.0,Yes,Travel_Rarely,Research & Development,9.0,Medical,4,Male,2,1,Research Scientist,3.0,3388.0,0,Yes,17,3,1
44.0,No,Travel_Frequently,Sales,1.0,Marketing,1,Female,3,2,Sales Executive,3.0,,7,No,12,3,1
24.0,No,Travel_Frequently,Human Resources,10.0,Medical,1,Male,3,1,Human Resources,4.0,2145.0,0,No,14,3,2
52.0,No,Non-Travel,Sales,29.0,Life Sciences,1,Male,3,1,Sales Representative,4.0,3482.0,2,No,15,3,9
,Yes,Travel_Rarely,Research & Development,,Technical Degree,3,Female,2,1,Research Scientist,2.0,,5,No,16,3,2
,Yes,Travel_Rarely,Research & Development,2.0,Life Sciences,4,Male,3,1,Laboratory Technician,2.0,1393.0,1,No,12,3,1
46.0,No,Travel_Rarely,,10.0,Marketing,3,Female,2,3,Sales Executive,4.0,9071.0,2,Yes,19,3,3
37.0,Yes,Travel_Rarely,Research & Development,2.0,Other,4,Male,2,1,Laboratory Technician,3.0,2090.0,6,Yes,15,3,0
28.0,Yes,Travel_Frequently,Research & Development,1.0,Medical,1,Male,2,1,Laboratory Technician,2.0,2596.0,1,No,15,3,1
43.0,No,Travel_Rarely,Research & Development,27.0,Technical Degree,4,Male,4,1,Laboratory Technician,2.0,4876.0,5,No,12,3,6
56.0,No,Travel_Rarely,Research & Development,7.0,Life Sciences,4,Male,1,3,Manufacturing Director,4.0,7260.0,4,No,11,3,6
27.0,No,Travel_Rarely,Research & Development,17.0,Technical Degree,3,Male,3,1,Research Scientist,2.0,3058.0,0,Yes,16,3,5
31.0,Yes,Travel_Rarely,Research & Development,22.0,Medical,4,Male,3,2,Manufacturing Director,3.0,6179.0,1,Yes,15,3,10
42.0,No,Travel_Rarely,Sales,14.0,Medical,3,Female,2,2,Sales Executive,3.0,6244.0,7,No,17,3,5
31.0,No,Travel_Rarely,Sales,2.0,Life Sciences,1,Male,3,1,Sales Representative,3.0,3067.0,0,No,19,3,2
37.0,No,Travel_Frequently,Sales,21.0,Medical,3,Female,3,1,Sales Representative,4.0,2973.0,5,No,15,3,5
32.0,No,,Sales,6.0,Medical,2,Male,3,2,Sales Executive,3.0,5010.0,1,No,16,3,11
41.0,No,Travel_Frequently,Research & Development,22.0,Life Sciences,4,Female,3,2,Research Scientist,4.0,5467.0,3,Yes,14,3,6
27.0,No,Travel_Frequently,Research & Development,5.0,Life Sciences,4,Female,3,1,Laboratory Technician,4.0,2379.0,0,Yes,14,3,5
54.0,No,Travel_Rarely,Research & Development,10.0,Medical,3,Female,3,2,Manufacturing Director,1.0,4440.0,6,Yes,19,3,5
30.0,Yes,Travel_Rarely,Sales,1.0,Life Sciences,2,Male,2,2,Sales Executive,1.0,9714.0,1,No,11,3,10
33.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,3,Male,3,1,Research Scientist,4.0,2500.0,0,No,14,3,3
58.0,No,Travel_Frequently,Research & Development,15.0,Life Sciences,1,Male,3,4,Research Director,3.0,15787.0,2,Yes,14,3,2
56.0,Yes,Travel_Rarely,Research & Development,7.0,Technical Degree,4,Male,3,1,Laboratory Technician,3.0,2339.0,8,No,11,3,10
,No,Travel_Frequently,Sales,5.0,Life Sciences,2,Male,3,2,Sales Executive,2.0,,1,No,14,3,10
31.0,Yes,Travel_Rarely,Sales,16.0,Marketing,1,Male,3,3,Sales Executive,3.0,8161.0,2,No,13,3,1
35.0,Yes,Travel_Rarely,Sales,27.0,Life Sciences,3,Male,3,2,Sales Executive,4.0,5813.0,1,Yes,18,3,10
21.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,3,Female,2,1,Laboratory Technician,1.0,,1,No,13,3,1
50.0,Yes,Travel_Frequently,Sales,8.0,Technical Degree,2,Male,3,2,Sales Executive,3.0,6796.0,3,Yes,14,3,4
38.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,4,Male,3,1,Research Scientist,4.0,3944.0,5,Yes,11,3,3
31.0,Yes,Travel_Rarely,Sales,13.0,Medical,2,Male,3,2,Sales Executive,1.0,4233.0,2,No,17,3,3
27.0,Yes,Travel_Rarely,Research & Development,17.0,Life Sciences,4,Female,3,1,Research Scientist,3.0,2394.0,1,Yes,13,3,8
53.0,No,Travel_Rarely,Research & Development,13.0,Medical,4,Female,4,2,Manufacturing Director,1.0,4450.0,1,No,11,3,4
38.0,No,Travel_Rarely,Research & Development,25.0,Life Sciences,1,Female,2,3,Research Director,2.0,12061.0,3,No,17,3,10
46.0,No,Non-Travel,Research & Development,,Medical,3,Female,3,2,Manufacturing Director,3.0,,2,No,14,3,1
30.0,Yes,Travel_Rarely,Research & Development,3.0,Technical Degree,4,Female,3,1,Research Scientist,1.0,2657.0,5,Yes,11,3,5
39.0,No,,Human Resources,2.0,Life Sciences,4,Female,2,2,Human Resources,4.0,5204.0,8,No,11,3,5
31.0,No,Travel_Rarely,Sales,2.0,Life Sciences,2,Male,3,2,Sales Executive,,6582.0,4,Yes,13,3,6
37.0,No,Travel_Rarely,Sales,10.0,Life Sciences,4,Female,2,2,Sales Executive,4.0,6694.0,2,Yes,14,3,1
31.0,No,Travel_Rarely,Sales,7.0,Technical Degree,2,Male,4,2,Sales Executive,4.0,6929.0,4,No,11,3,8
51.0,No,Travel_Rarely,Research & Development,,Life Sciences,2,Male,2,3,Research Director,2.0,12490.0,5,No,16,3,10
29.0,Yes,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Female,2,1,Laboratory Technician,1.0,2319.0,1,Yes,11,3,1
47.0,No,Non-Travel,Research & Development,1.0,Medical,3,Female,3,3,Research Director,2.0,11957.0,0,No,18,3,13
36.0,No,Travel_Rarely,,,Life Sciences,4,Male,3,2,Laboratory Technician,2.0,5914.0,8,No,16,3,13
30.0,No,Travel_Rarely,Sales,16.0,Life Sciences,4,Male,3,2,Sales Executive,3.0,5301.0,8,No,15,3,2
19.0,Yes,,Sales,22.0,Marketing,4,Male,3,1,Sales Representative,3.0,,1,Yes,19,3,0
,Yes,Travel_Frequently,Research & Development,8.0,Life Sciences,1,Male,1,3,Manufacturing Director,4.0,10650.0,2,No,15,3,4
37.0,No,Travel_Frequently,Research & Development,9.0,Medical,2,Male,3,1,Research Scientist,4.0,2326.0,1,Yes,12,3,4
34.0,No,Travel_Rarely,Research & Development,6.0,Life Sciences,3,Female,2,2,Research Scientist,2.0,4505.0,6,No,15,3,1
27.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,3,Female,3,3,Manufacturing Director,1.0,7412.0,1,No,11,3,9
50.0,Yes,Travel_Frequently,,1.0,Life Sciences,2,Male,3,2,Sales Executive,3.0,6728.0,7,No,12,3,6
21.0,Yes,Travel_Rarely,,18.0,Other,4,Female,3,1,Research Scientist,4.0,2693.0,1,No,19,3,1
41.0,Yes,Travel_Frequently,Sales,4.0,Marketing,1,Male,3,2,Sales Executive,2.0,9355.0,1,No,18,3,8
29.0,No,Travel_Rarely,,27.0,Medical,2,Female,3,2,Healthcare Representative,3.0,4335.0,4,No,12,3,8
28.0,No,Travel_Rarely,Research & Development,9.0,Medical,3,Female,3,1,Research Scientist,3.0,2377.0,5,No,18,3,2
33.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Female,2,2,Healthcare Representative,4.0,6949.0,0,No,14,3,5
31.0,Yes,Travel_Frequently,Research & Development,20.0,Life Sciences,1,Male,3,3,Healthcare Representative,3.0,9824.0,3,No,12,3,1
35.0,Yes,,Research & Development,25.0,Life Sciences,4,Female,3,1,Research Scientist,2.0,2022.0,1,Yes,19,3,10
37.0,Yes,Travel_Rarely,Sales,1.0,Life Sciences,1,Male,2,3,Sales Executive,3.0,10609.0,5,No,11,3,14
22.0,No,Travel_Rarely,Research & Development,11.0,Medical,1,Female,3,1,Research Scientist,2.0,2244.0,1,No,13,3,2
22.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,2,Female,3,2,Manufacturing Director,3.0,4171.0,0,Yes,19,3,3
39.0,Yes,Travel_Rarely,Research & Development,23.0,Medical,3,Male,3,1,Research Scientist,1.0,3904.0,0,No,13,3,5
,No,Non-Travel,Research & Development,17.0,Life Sciences,4,Male,1,1,Research Scientist,3.0,2290.0,2,No,13,3,0
39.0,No,,Research & Development,19.0,Other,4,Male,3,2,Research Scientist,4.0,3902.0,8,No,14,3,2
44.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,1,Female,4,1,Research Scientist,4.0,2011.0,1,No,13,3,10
,No,Travel_Rarely,Human Resources,1.0,Life Sciences,3,Female,3,1,Human Resources,4.0,3195.0,4,Yes,18,3,2
26.0,Yes,Travel_Rarely,Sales,,Technical Degree,4,Male,2,2,Sales Executive,1.0,5326.0,6,No,17,3,4
27.0,Yes,Travel_Rarely,Research & Development,17.0,Life Sciences,4,Female,3,1,Research Scientist,3.0,2394.0,1,Yes,13,3,8
35.0,No,Travel_Rarely,Sales,,Life Sciences,1,Female,3,1,Sales Representative,4.0,2572.0,1,No,16,3,3
56.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,1,Male,3,1,Laboratory Technician,4.0,2587.0,1,No,16,3,4
47.0,No,Travel_Frequently,Sales,4.0,Medical,2,Male,3,2,Sales Representative,3.0,2976.0,3,No,19,3,0
28.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,2028.0,5,Yes,14,3,4
26.0,No,Travel_Rarely,Research & Development,6.0,Other,3,Female,2,1,Research Scientist,2.0,2368.0,1,No,19,3,5
43.0,Yes,Travel_Rarely,Sales,9.0,Marketing,1,Female,1,2,Sales Executive,3.0,5346.0,8,No,13,3,4
23.0,Yes,Travel_Frequently,Sales,9.0,Marketing,4,Male,3,1,Sales Representative,1.0,1790.0,1,No,19,3,1
30.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,4,Male,2,2,Laboratory Technician,4.0,5126.0,1,Yes,12,3,10
,No,Travel_Rarely,Research & Development,18.0,Medical,2,Male,1,2,Healthcare Representative,4.0,5811.0,3,Yes,16,3,1
32.0,No,Travel_Rarely,Research & Development,2.0,Technical Degree,4,Male,3,1,Research Scientist,1.0,2439.0,1,No,14,3,4
26.0,No,Travel_Rarely,Research & Development,1.0,Medical,3,Male,3,1,Laboratory Technician,1.0,2867.0,0,No,13,3,7
39.0,Yes,,Research & Development,2.0,Life Sciences,1,Male,3,4,Healthcare Representative,4.0,12169.0,7,No,11,3,18
27.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,1,Female,3,2,Manufacturing Director,4.0,4227.0,0,No,18,3,3
50.0,Yes,Travel_Rarely,Sales,28.0,Marketing,4,Male,2,3,Sales Executive,1.0,10854.0,4,Yes,13,3,3
26.0,Yes,Travel_Frequently,,5.0,Medical,3,Female,2,1,Research Scientist,3.0,2366.0,1,Yes,14,3,8
34.0,No,Travel_Frequently,Research & Development,10.0,Medical,4,Male,3,1,Research Scientist,3.0,3815.0,1,Yes,17,3,5
26.0,Yes,Travel_Frequently,Human Resources,17.0,Life Sciences,2,Female,3,1,Human Resources,3.0,2741.0,0,Yes,11,3,7
40.0,Yes,Travel_Rarely,Sales,25.0,Marketing,4,Male,2,3,Sales Executive,2.0,9094.0,2,Yes,12,3,5
33.0,No,,Research & Development,25.0,Life Sciences,4,Male,2,2,Manufacturing Director,2.0,4320.0,1,No,13,3,5
28.0,No,Travel_Rarely,Research & Development,19.0,Medical,4,Male,2,1,Laboratory Technician,1.0,3196.0,1,No,12,3,6
27.0,No,Travel_Rarely,,14.0,Life Sciences,1,Male,3,1,Research Scientist,1.0,2235.0,1,Yes,14,3,9
32.0,Yes,Travel_Rarely,Research & Development,7.0,Life Sciences,4,Male,3,2,Laboratory Technician,3.0,4883.0,1,No,18,3,10
44.0,No,,Sales,28.0,Medical,4,Female,4,4,Sales Executive,4.0,13320.0,3,Yes,18,3,12
34.0,No,Travel_Rarely,Research & Development,,Life Sciences,2,Female,2,1,Research Scientist,4.0,2929.0,1,No,12,3,10
30.0,No,Travel_Rarely,Sales,12.0,Technical Degree,2,Female,3,2,Sales Executive,3.0,6577.0,0,No,11,3,5
22.0,Yes,Travel_Rarely,,8.0,Medical,3,Female,3,1,Laboratory Technician,1.0,2398.0,1,Yes,17,3,1
47.0,No,Travel_Rarely,Sales,14.0,Medical,3,Female,3,2,Sales Executive,3.0,4591.0,3,Yes,17,3,5
18.0,Yes,Travel_Rarely,Research & Development,3.0,Life Sciences,3,Male,3,1,Laboratory Technician,3.0,1420.0,1,No,13,3,0
55.0,No,Travel_Rarely,,,Life Sciences,1,Male,3,3,Sales Executive,4.0,10239.0,3,No,14,3,1
24.0,Yes,Travel_Rarely,Research & Development,17.0,Life Sciences,4,Female,3,1,Laboratory Technician,2.0,,1,No,13,3,1
31.0,Yes,Travel_Rarely,Sales,6.0,Life Sciences,2,Male,1,2,Sales Executive,3.0,6172.0,4,Yes,18,3,7
40.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,1,Male,3,1,Laboratory Technician,4.0,,8,No,19,3,1
35.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,3,Male,2,3,Manufacturing Director,2.0,10274.0,2,No,18,3,7
37.0,No,Travel_Rarely,Sales,9.0,Marketing,2,Male,2,2,Sales Executive,2.0,4189.0,1,No,14,3,5
31.0,No,Travel_Rarely,Sales,5.0,Technical Degree,1,Male,3,2,Sales Executive,3.0,8346.0,1,No,19,3,5
26.0,No,Travel_Rarely,Sales,1.0,Life Sciences,3,Male,3,2,Sales Executive,3.0,5296.0,1,No,17,3,8
39.0,Yes,Travel_Rarely,Sales,,Technical Degree,4,Male,3,2,Sales Representative,4.0,2086.0,3,No,14,3,1
44.0,Yes,Travel_Rarely,Research & Development,10.0,Life Sciences,3,Male,3,1,Research Scientist,3.0,2936.0,1,Yes,11,3,6
45.0,No,Travel_Rarely,Research & Development,,Life Sciences,2,Male,3,2,Laboratory Technician,2.0,2348.0,8,No,18,3,17
28.0,Yes,Travel_Rarely,Research & Development,24.0,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,2028.0,5,Yes,14,3,4
30.0,No,Travel_Rarely,Sales,5.0,Marketing,4,Female,2,2,Sales Executive,3.0,6118.0,1,No,13,3,10
28.0,Yes,Non-Travel,Research & Development,24.0,Technical Degree,2,Male,2,3,Healthcare Representative,1.0,8722.0,1,No,12,3,10
29.0,Yes,,Research & Development,1.0,Technical Degree,3,Male,3,1,Research Scientist,3.0,,0,No,14,3,6
32.0,Yes,Travel_Rarely,Research & Development,2.0,Life Sciences,4,Male,3,1,Laboratory Technician,2.0,1393.0,1,No,12,3,1
28.0,Yes,Travel_Rarely,Research & Development,17.0,Technical Degree,3,Male,2,1,Laboratory Technician,4.0,,5,No,12,3,4
24.0,Yes,Travel_Rarely,Sales,1.0,Technical Degree,1,Female,3,1,Sales Representative,2.0,,1,Yes,16,3,5
34.0,No,Travel_Rarely,,3.0,Life Sciences,4,Female,1,2,Sales Executive,4.0,6029.0,5,No,12,3,2
,No,Travel_Rarely,Research & Development,5.0,Technical Degree,3,Male,3,1,Research Scientist,4.0,4821.0,0,Yes,12,3,5
30.0,Yes,Travel_Frequently,Sales,26.0,Marketing,3,Female,2,2,Sales Executive,1.0,6696.0,5,No,15,3,6
,Yes,Travel_Frequently,Sales,8.0,Technical Degree,2,Male,3,2,Sales Executive,3.0,6796.0,3,Yes,14,3,4
41.0,Yes,Travel_Rarely,Sales,1.0,Life Sciences,2,Female,3,2,Sales Executive,4.0,5993.0,8,Yes,11,3,6
50.0,Yes,Travel_Rarely,Sales,,Marketing,1,Male,2,1,Sales Representative,3.0,2683.0,1,Yes,14,3,3
48.0,No,Travel_Rarely,Sales,16.0,Life Sciences,3,Female,3,2,Sales Executive,3.0,6439.0,8,No,14,3,8
31.0,Yes,Travel_Frequently,Research & Development,,Life Sciences,1,Male,3,3,Healthcare Representative,3.0,,3,No,12,3,1
44.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,3,Male,3,1,Research Scientist,3.0,2936.0,1,Yes,11,3,6
,Yes,Travel_Rarely,Research & Development,,Life Sciences,1,Female,2,1,Research Scientist,2.0,1261.0,1,No,12,3,1
26.0,Yes,Non-Travel,Sales,29.0,Medical,2,Male,1,2,Sales Executive,1.0,4969.0,8,No,18,3,2
35.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,2,Male,2,2,Manufacturing Director,3.0,5916.0,3,Yes,13,3,1
31.0,Yes,Travel_Rarely,,18.0,Human Resources,4,Male,4,1,Human Resources,1.0,2956.0,0,No,17,3,1
34.0,No,Travel_Rarely,Research & Development,8.0,Medical,2,Male,4,2,Laboratory Technician,3.0,4404.0,2,No,12,3,4
30.0,No,Non-Travel,,9.0,Medical,3,Female,3,2,Manufacturing Director,3.0,4695.0,7,Yes,18,3,8
40.0,No,Travel_Rarely,Research & Development,16.0,Life Sciences,3,Female,3,3,Manufacturing Director,4.0,,6,Yes,15,3,4
26.0,Yes,Travel_Rarely,Sales,8.0,Technical Degree,4,Male,2,2,Sales Executive,1.0,5326.0,6,No,17,3,4
27.0,No,Non-Travel,Research & Development,3.0,Medical,4,Male,3,1,Research Scientist,4.0,1706.0,1,No,11,3,0
26.0,No,Travel_Frequently,Research & Development,1.0,Medical,1,Female,2,1,Research Scientist,3.0,2007.0,1,No,13,3,5
22.0,Yes,Travel_Rarely,,3.0,Life Sciences,2,Female,3,2,Manufacturing Director,3.0,4171.0,0,Yes,19,3,3
51.0,No,Travel_Rarely,Research & Development,3.0,Technical Degree,1,Female,3,3,Manager,3.0,13116.0,2,No,11,3,2
27.0,No,Travel_Rarely,Sales,8.0,Marketing,2,Female,3,2,Sales Executive,2.0,6214.0,1,No,18,3,8
31.0,Yes,Travel_Frequently,Research & Development,2.0,Life Sciences,2,Male,3,1,Laboratory Technician,4.0,3722.0,6,Yes,13,3,2
34.0,Yes,Travel_Frequently,Sales,6.0,Marketing,4,Female,1,1,Sales Representative,3.0,,0,No,16,3,2
24.0,No,Travel_Rarely,Research & Development,18.0,Life Sciences,2,Male,3,1,Laboratory Technician,3.0,2774.0,0,No,12,3,5
26.0,Yes,Travel_Rarely,Human Resources,20.0,Medical,4,Female,3,1,Human Resources,2.0,2148.0,0,Yes,11,3,5
38.0,No,Travel_Rarely,Human Resources,1.0,Human Resources,3,Male,4,1,Human Resources,3.0,2844.0,1,No,13,3,7
47.0,No,Travel_Rarely,Research & Development,9.0,Life Sciences,2,Female,3,1,Laboratory Technician,3.0,2105.0,4,No,12,3,2
,Yes,Travel_Rarely,Sales,2.0,Medical,3,Female,2,1,Sales Representative,3.0,2044.0,1,No,13,3,2
,No,Travel_Rarely,Research & Development,,Life Sciences,4,Female,3,1,Research Scientist,1.0,2782.0,0,Yes,13,3,5
49.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,3,Male,3,4,Manager,3.0,15379.0,4,No,14,3,8
36.0,Yes,Travel_Rarely,Sales,3.0,Life Sciences,3,Male,2,3,Sales Executive,4.0,10325.0,1,Yes,11,3,16
35.0,No,,Research & Development,11.0,Medical,4,Male,3,1,Laboratory Technician,3.0,2660.0,7,Yes,11,3,2
20.0,Yes,Travel_Rarely,Research & Development,,Medical,4,Male,3,1,Research Scientist,3.0,1009.0,1,Yes,11,3,1
