Individual ,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age1,MonthlyIncome1
Ind465,No,37,1,799,2,1,3,4,1,623,2,2,59,3,3,4,4,1,7491,23848,4,2,17,3,4,80,0,12,3,4,6,5,1,2,34.1,10996.297094623447
Ind466,No,46,2,1034,2,18,1,2,1,624,1,2,86,3,3,5,3,2,10527,8984,5,2,11,3,4,80,0,28,3,2,2,2,1,2,36.7,12012.574175300475
Ind467,No,41,1,1276,1,2,5,1,1,625,2,2,91,3,4,6,1,2,16595,5626,7,2,16,3,2,80,1,22,2,3,18,16,11,8,32.6,12999.327872240716
Ind468,No,37,3,142,1,9,4,2,1,626,1,1,69,3,3,1,2,3,8834,24666,1,2,13,3,4,80,1,9,6,3,9,5,7,7,39.7,10138.966252803446
Ind469,No,52,1,956,2,6,2,4,1,630,4,1,78,3,2,2,1,3,5577,22087,3,1,12,3,2,80,2,18,3,3,10,9,6,9,42.3,11629.938533680377
Ind470,Yes,32,3,1474,1,11,4,6,1,631,4,1,60,4,2,1,3,2,4707,23914,8,2,12,3,4,80,0,6,2,3,4,2,1,2,39.6,13408.524591574655
Ind471,No,24,2,535,1,24,3,2,1,632,4,1,38,3,1,7,4,2,2400,5530,0,2,13,3,3,80,2,3,3,3,2,2,2,1,36.2,16388.43494667762
Ind472,No,38,1,1495,2,10,3,2,1,634,3,2,76,3,2,5,3,2,9824,22174,3,2,19,3,3,80,1,18,4,3,1,0,0,0,42.3,10066.51718819147
Ind473,No,37,1,446,2,1,4,1,1,635,2,2,65,3,2,4,2,2,6447,15701,6,2,12,3,2,80,1,8,2,2,6,5,4,3,28.8,14223.153120802106
Ind474,No,49,1,1245,2,18,4,1,1,638,4,1,58,2,5,8,3,3,19502,2125,1,1,17,3,3,80,1,31,5,3,31,9,0,9,34.8,14288.282925382617
Ind475,No,24,1,691,2,23,3,2,1,639,2,1,89,4,1,2,4,2,2725,21630,1,1,11,3,2,80,2,6,3,3,6,5,1,4,43.2,11343.602062983211
Ind476,No,26,1,703,1,28,2,3,1,641,1,1,66,3,2,1,2,2,6272,7428,1,2,20,4,4,80,2,6,5,4,5,3,1,4,40.2,11689.419217795648
Ind477,No,24,1,823,2,17,2,6,1,643,4,1,94,2,1,3,2,2,2127,9100,1,2,21,4,4,80,1,1,2,3,1,0,0,0,36.2,12948.504668261772
Ind478,No,50,2,1246,3,3,3,2,1,644,1,1,99,3,5,6,2,2,18200,7999,1,2,11,3,3,80,1,32,2,3,32,5,10,7,30.8,10869.36428534946
Ind479,No,25,1,622,1,13,1,2,1,645,2,1,40,3,1,7,3,2,2096,26376,1,2,11,3,3,80,0,7,1,3,7,4,0,6,39.3,9391.958137400245
Ind480,Yes,24,2,1287,2,7,3,1,1,647,1,2,55,3,1,3,3,2,2886,14168,1,1,16,3,4,80,1,6,4,3,6,3,1,2,34.1,11794.664874352533
Ind481,Yes,30,2,448,1,12,4,1,1,648,2,1,74,2,1,7,1,2,2033,14470,1,2,18,3,3,80,1,1,2,4,1,0,0,0,39.6,10357.476832625847
Ind482,No,34,1,254,2,1,2,1,1,649,2,1,83,2,1,2,4,2,3622,22794,1,1,13,3,4,80,1,6,3,3,6,5,1,3,30.5,12414.650343159663
Ind483,Yes,31,1,1365,1,13,4,2,1,650,2,1,46,3,2,1,1,3,4233,11512,2,2,17,3,3,80,0,9,2,1,3,1,1,2,33.2,13331.234218901023
Ind484,No,35,1,538,2,25,2,6,1,652,1,1,54,2,2,3,4,1,3681,14004,4,2,14,3,4,80,0,9,3,3,3,2,0,2,32.3,16191.382615829247
Ind485,No,31,1,525,1,6,4,2,1,653,1,1,66,4,2,1,4,3,5460,6219,4,2,22,4,4,80,2,13,4,4,7,7,5,7,32.1,12495.458981900816
Ind486,No,27,1,798,2,6,4,2,1,655,1,2,66,2,1,2,3,3,2187,5013,0,2,12,3,3,80,2,6,5,2,5,3,0,3,38.2,16830.92752213729
Ind487,No,37,1,558,1,2,3,3,1,656,4,1,75,3,2,1,3,2,9602,3010,4,1,11,3,3,80,1,17,3,2,3,0,1,0,36.8,10706.24996896167
Ind488,No,20,1,959,2,1,3,1,1,657,4,2,83,2,1,2,2,1,2836,11757,1,2,13,3,4,80,0,1,0,4,1,0,0,0,33.1,8632.394458747589
Ind489,No,42,1,622,2,2,4,1,1,659,3,2,81,3,2,5,4,2,4089,5718,1,2,13,3,2,80,2,10,4,3,10,2,2,2,38.9,13432.924178269264
Ind490,No,43,1,782,2,6,4,6,1,661,2,1,50,2,4,8,4,3,16627,2671,4,1,14,3,3,80,1,21,3,2,1,0,0,0,33.7,13153.446755670166
Ind491,No,38,1,362,2,1,1,1,1,662,3,2,43,3,1,2,1,1,2619,14561,3,2,17,3,4,80,0,8,3,2,0,0,0,0,37.8,9085.67939359257
Ind492,No,43,2,1001,2,9,5,2,1,663,4,1,72,3,2,3,3,3,5679,19627,3,1,13,3,2,80,1,10,3,3,8,7,4,7,28.6,12541.618524108842
Ind493,No,48,1,1236,2,1,4,1,1,664,4,2,40,2,4,6,1,2,15402,17997,7,2,11,3,1,80,1,21,3,1,3,2,0,2,37.6,13257.790889182936
Ind494,No,44,1,1112,3,1,4,1,1,665,1,2,50,2,2,9,3,1,5985,26894,4,2,11,3,2,80,0,10,1,4,2,2,0,2,28.0,10407.497032518477
Ind495,No,34,1,204,1,14,3,4,1,666,3,2,31,3,1,7,3,3,2579,2912,1,1,18,3,4,80,2,8,3,3,8,2,0,6,39.6,10497.341093877305
Ind496,Yes,27,1,1420,1,2,1,3,1,667,3,1,85,3,1,7,1,3,3041,16346,0,2,11,3,2,80,1,5,3,3,4,3,0,2,32.1,11866.700413087565
Ind497,No,21,1,1343,1,22,1,4,1,669,3,1,49,3,1,7,3,1,3447,24444,1,2,11,3,3,80,0,3,2,3,3,2,1,2,39.9,15035.721055339094
Ind498,No,44,1,1315,2,3,4,6,1,671,4,1,35,3,5,6,4,2,19513,9358,4,1,12,3,1,80,1,26,2,4,2,2,0,1,33.5,14120.139596244355
Ind499,No,22,1,604,2,6,1,2,1,675,1,1,69,3,1,2,3,2,2773,12145,0,2,20,4,4,80,0,3,3,3,2,2,2,2,29.4,13721.54456871374
Ind500,No,33,1,1216,1,8,4,3,1,677,3,1,39,3,2,1,3,3,7104,20431,0,2,12,3,4,80,0,6,3,3,5,0,1,2,30.8,10309.637813493473
Ind501,No,32,1,646,2,9,4,1,1,679,1,2,92,3,2,2,4,2,6322,18089,1,1,12,3,4,80,1,6,2,2,6,4,0,5,31.0,10832.366293973493
Ind502,No,30,2,160,2,3,3,2,1,680,3,2,71,3,1,2,3,3,2083,22653,1,2,20,4,3,80,1,1,2,3,1,0,0,0,36.3,13162.201947879927
Ind503,No,53,1,238,1,1,1,2,1,682,4,2,34,3,2,1,1,1,8381,7507,7,2,20,4,4,80,0,18,2,4,14,7,8,10,36.5,14541.846634637957
Ind504,No,34,1,1397,2,1,5,1,1,683,2,1,42,3,1,2,4,2,2691,7660,1,2,12,3,4,80,1,10,4,2,10,9,8,8,35.5,12540.993461071424
Ind505,Yes,45,2,306,1,26,4,1,1,684,1,2,100,3,2,1,1,2,4286,5630,2,2,14,3,4,80,2,5,4,3,1,1,0,0,40.3,9294.315166091163
Ind506,No,26,1,991,2,6,3,1,1,686,3,2,71,3,1,3,4,2,2659,17759,1,1,13,3,3,80,1,3,2,3,3,2,0,2,33.5,11033.458577248748
Ind507,No,37,1,482,2,3,3,6,1,689,3,1,36,3,3,4,3,2,9434,9606,1,2,15,3,3,80,1,10,2,3,10,7,7,8,31.9,13330.876891936476
Ind508,No,29,1,1176,1,3,2,2,1,690,2,2,62,3,2,1,3,2,5561,3487,1,2,14,3,1,80,1,6,5,2,6,0,1,2,39.0,13812.312339544775
Ind509,No,35,1,1017,2,6,4,1,1,691,2,1,82,1,2,2,4,1,6646,19368,1,2,13,3,2,80,0,17,3,3,17,11,11,8,30.5,9993.502147889414
Ind510,No,33,2,1296,2,6,3,1,1,692,3,1,30,3,2,5,4,3,7725,5335,3,2,23,4,3,80,1,15,2,1,13,11,4,7,35.2,13397.18523180534
Ind511,No,54,1,397,3,19,4,2,1,698,3,1,88,3,3,9,2,2,10725,6729,2,2,15,3,3,80,1,16,1,4,9,7,7,1,33.3,11211.088752361116
Ind512,No,36,1,913,2,9,2,2,1,699,2,1,48,2,2,4,2,3,8847,13934,2,1,11,3,3,80,1,13,2,3,3,2,0,2,40.0,10524.400111100977
Ind513,No,27,1,1115,2,3,4,2,1,700,1,1,54,2,1,2,4,1,2045,15174,0,2,13,3,4,80,0,5,0,3,4,2,1,1,40.6,13983.68902193767
Ind514,Yes,20,1,1362,2,10,1,2,1,701,4,1,32,3,1,2,3,1,1009,26999,1,1,11,3,4,80,0,1,5,3,1,0,1,1,36.9,12724.576674367023
Ind515,Yes,33,2,1076,2,3,3,1,1,702,1,1,70,3,1,2,1,1,3348,3164,1,1,11,3,1,80,0,10,3,3,10,8,9,7,32.2,12040.378221980718
Ind516,No,35,3,727,2,3,3,1,1,704,3,1,41,2,1,3,3,2,1281,16900,1,2,18,3,3,80,2,1,3,3,1,0,0,0,37.6,11706.113363555147
Ind517,No,23,1,885,2,4,3,2,1,705,1,1,58,4,1,2,1,2,2819,8544,2,2,16,3,1,80,1,5,3,4,3,2,0,2,38.2,10237.06347454645
Ind518,No,25,1,810,1,8,3,1,1,707,4,1,57,4,2,1,2,2,4851,15678,0,2,22,4,3,80,1,4,4,3,3,2,1,2,37.7,13982.992683935428
Ind519,No,38,1,243,1,7,4,3,1,709,4,2,46,2,2,1,4,1,4028,7791,0,2,20,4,1,80,0,8,2,3,7,7,0,5,28.2,12621.738530282224
Ind520,No,29,2,806,2,1,4,1,1,710,2,1,76,1,1,2,4,3,2720,18959,1,2,18,3,4,80,1,10,5,3,10,7,2,8,38.5,12648.017951818361
Ind521,No,48,1,817,1,2,1,3,1,712,2,1,56,4,2,1,2,2,8120,18597,3,2,12,3,4,80,0,12,3,3,2,2,2,2,35.7,11713.51242352228
Ind522,No,27,2,1410,1,3,1,2,1,714,4,2,71,4,2,1,4,3,4647,16673,1,1,20,4,2,80,2,6,3,3,6,5,0,4,33.5,10370.418372421582
Ind523,No,37,1,1225,2,10,2,1,1,715,4,1,80,4,1,2,4,1,4680,15232,3,2,17,3,1,80,0,4,2,3,1,0,0,0,36.3,11168.014352061804
Ind524,No,50,1,1207,2,28,1,2,1,716,4,1,74,4,1,3,3,2,3221,3297,1,1,11,3,3,80,3,20,3,3,20,8,3,8,31.5,13711.446526243648
Ind525,No,34,1,1442,2,9,3,2,1,717,4,2,46,2,3,5,2,1,8621,17654,1,2,14,3,2,80,0,9,3,4,8,7,7,7,38.2,12038.84189798379
Ind526,Yes,24,1,693,1,3,2,1,1,720,1,2,65,3,2,1,3,1,4577,24785,9,2,14,3,1,80,0,4,3,3,2,2,2,0,37.1,11500.796876492164
Ind527,No,39,1,408,2,2,4,4,1,721,4,2,80,2,2,5,3,1,4553,20978,1,2,11,3,1,80,0,20,4,3,20,7,11,10,41.3,15857.843105382955
Ind528,No,32,1,929,1,10,3,3,1,722,4,1,55,3,2,1,4,1,5396,21703,1,2,12,3,4,80,0,10,2,2,10,7,0,8,32.8,11937.71601412227
Ind529,Yes,50,2,562,1,8,2,4,1,723,2,1,50,3,2,1,3,2,6796,23452,3,1,14,3,1,80,1,18,4,3,4,3,1,3,42.7,13832.16475187802
Ind530,No,38,1,827,2,1,4,1,1,724,2,2,33,4,2,5,4,1,7625,19383,0,2,13,3,3,80,0,10,4,2,9,7,1,8,30.5,11145.14987560464
Ind531,No,27,1,608,2,1,2,1,1,725,3,2,68,3,3,4,1,2,7412,6009,1,2,11,3,4,80,0,9,3,3,9,7,0,7,42.0,13204.16677704854
Ind532,No,32,1,1018,2,3,2,1,1,727,3,2,39,3,3,8,4,1,11159,19373,3,2,15,3,4,80,0,10,6,3,7,7,7,7,34.2,16573.734641646413
Ind533,No,47,1,703,1,14,4,3,1,728,4,1,42,3,2,1,1,1,4960,11825,2,2,12,3,4,80,0,20,2,3,7,7,1,7,30.2,11382.110262180808
Ind534,No,40,2,580,1,5,4,1,1,729,4,1,48,2,3,1,1,2,10475,23772,5,1,21,4,3,80,1,20,2,3,18,13,1,12,33.3,12932.970321239884
Ind535,No,53,1,970,2,7,3,1,1,730,3,1,59,4,4,8,3,2,14814,13514,3,2,19,3,3,80,0,32,3,3,5,1,1,3,35.6,13300.033840690921
Ind536,No,41,1,427,3,10,4,5,1,731,2,1,73,2,5,6,4,3,19141,8861,3,2,15,3,2,80,3,23,2,2,21,6,12,6,39.0,13094.80771645903
Ind537,No,60,1,1179,1,16,4,3,1,732,1,1,84,3,2,1,1,1,5405,11924,8,2,14,3,4,80,0,10,1,3,2,2,2,2,31.6,10996.24601635011
Ind538,No,27,2,294,2,10,2,1,1,733,4,1,32,3,3,4,1,3,8793,4809,1,2,21,4,3,80,2,9,4,2,9,7,1,7,36.4,9932.104624834281
Ind539,No,41,1,314,3,1,3,5,1,734,4,1,59,2,5,6,3,2,19189,19562,1,2,12,3,2,80,1,22,3,3,22,7,2,10,41.6,10833.236817789475
Ind540,No,50,1,316,1,8,4,3,1,738,4,1,54,3,1,7,2,2,3875,9983,7,2,15,3,4,80,1,4,2,3,2,2,2,2,30.4,11426.421904774219
Ind541,Yes,28,1,654,2,1,2,1,1,741,1,2,67,1,1,2,2,1,2216,3872,7,1,13,3,4,80,0,10,4,3,7,7,3,7,36.4,13181.536155836835
Ind542,No,36,3,427,2,8,3,1,1,742,1,2,63,4,3,8,1,2,11713,20335,9,2,14,3,1,80,1,10,2,3,8,7,0,5,34.6,13270.202449977607
Ind543,No,38,1,168,2,1,3,1,1,743,3,2,81,3,3,4,3,1,7861,15397,4,1,14,3,4,80,0,10,4,4,1,0,0,0,39.0,15182.463031634356
Ind544,No,44,3,381,2,24,3,2,1,744,1,1,49,1,1,3,3,1,3708,2104,2,2,14,3,3,80,0,9,5,3,5,2,1,4,30.5,13933.2062194511
Ind545,No,47,2,217,1,3,3,2,1,746,4,2,49,3,4,1,3,3,13770,10225,9,1,12,3,4,80,2,28,2,2,22,2,11,13,36.3,13497.92816180616
Ind546,No,30,1,501,1,27,5,3,1,747,3,1,99,3,2,1,4,3,5304,25275,7,2,23,4,4,80,1,10,2,2,8,7,7,7,30.9,8664.099009072057
Ind547,No,29,1,1396,1,10,3,1,1,749,3,1,99,3,1,7,3,1,2642,2755,1,2,11,3,3,80,0,1,6,3,1,0,0,0,37.5,13110.852354438553
Ind548,Yes,42,2,933,2,19,3,2,1,752,3,1,57,4,1,2,3,3,2759,20366,6,1,12,3,4,80,0,7,2,3,2,2,2,2,35.8,10663.114644745187
Ind549,No,43,2,775,1,15,3,1,1,754,4,1,47,2,2,1,4,2,6804,23683,3,2,18,3,3,80,1,7,5,3,2,2,2,2,31.1,11837.016326254125
Ind550,No,34,1,970,2,8,2,2,1,757,2,2,96,3,2,5,3,1,6142,7360,3,2,11,3,4,80,0,10,2,3,5,1,4,3,30.9,11261.23612445035
Ind551,No,23,1,650,2,9,1,2,1,758,2,1,37,3,1,3,1,2,2500,4344,1,2,14,3,4,80,1,5,2,4,4,3,0,2,43.6,11551.592631129639
Ind552,No,39,1,141,3,3,3,5,1,760,3,2,44,4,2,9,2,2,6389,18767,9,2,15,3,3,80,1,12,3,1,8,3,3,6,33.0,9305.043652970817
Ind553,No,56,1,832,2,9,3,2,1,762,3,1,81,3,4,5,4,2,11103,20420,7,2,11,3,3,80,0,30,1,2,10,7,1,1,38.1,9556.645497781654
Ind554,No,40,1,804,2,2,1,2,1,763,4,2,86,2,1,2,4,1,2342,22929,0,1,20,4,4,80,0,5,2,2,4,2,2,3,36.1,9092.468036687802
Ind555,No,27,1,975,2,7,3,2,1,764,4,2,55,2,2,5,1,1,6811,23398,8,2,19,3,1,80,0,9,2,1,7,6,0,7,31.7,7969.344107568679
Ind556,No,29,1,1090,1,10,3,3,1,766,4,1,83,3,1,7,2,3,2297,17967,1,2,14,3,4,80,2,2,2,3,2,2,2,2,30.5,13239.157274303263
Ind557,No,53,1,346,2,6,3,1,1,769,4,1,86,3,2,3,4,1,2450,10919,2,2,17,3,4,80,0,19,4,3,2,2,2,2,30.4,11919.558776610327
Ind558,No,35,3,1225,2,2,4,1,1,771,4,2,61,3,2,5,1,3,5093,4761,2,2,11,3,1,80,1,16,2,4,1,0,0,0,30.0,13781.797016880893
Ind559,No,32,2,430,2,24,4,1,1,772,1,1,80,3,2,3,4,2,5309,21146,1,2,15,3,4,80,2,10,2,3,10,8,4,7,31.8,11823.989296816275
Ind560,No,38,1,268,2,2,5,2,1,773,4,1,92,3,1,2,3,2,3057,20471,6,1,13,3,2,80,1,6,0,1,1,0,0,1,33.7,10772.180692194559
Ind561,No,34,1,167,2,8,5,1,1,775,2,2,32,3,2,4,1,3,5121,4187,3,2,14,3,3,80,1,7,3,3,0,0,0,0,35.3,11132.543258869548
Ind562,No,52,1,621,1,3,4,3,1,776,3,1,31,2,4,6,1,2,16856,10084,1,2,11,3,1,80,0,34,3,4,34,6,1,16,36.8,12691.771902211396
Ind563,Yes,33,1,527,2,1,4,6,1,780,4,1,63,3,1,2,4,1,2686,5207,1,1,13,3,3,80,0,10,2,2,10,9,7,8,35.7,11197.563076035398
Ind564,No,25,1,883,1,26,1,2,1,781,3,2,32,3,2,1,4,1,6180,22807,1,2,23,4,2,80,0,6,5,2,6,5,1,4,32.3,10221.090038815804
Ind565,No,45,1,954,1,2,2,4,1,783,2,1,46,1,2,7,3,1,6632,12388,0,2,13,3,1,80,0,9,3,3,8,7,3,1,34.7,15130.019011016318
Ind566,No,23,1,310,2,10,1,2,1,784,1,1,79,4,1,2,3,1,3505,19630,1,2,18,3,4,80,0,2,3,3,2,2,0,2,42.3,12165.140183598858
Ind567,Yes,47,2,719,1,27,2,1,1,785,2,2,77,4,2,1,3,1,6397,10339,4,1,12,3,4,80,0,8,2,3,5,4,1,3,39.9,10543.560883608645
Ind568,No,34,1,304,1,2,3,6,1,786,4,1,60,3,2,1,4,1,6274,18686,1,2,22,4,3,80,0,6,5,3,6,5,1,4,29.9,12804.49633337694
Ind569,Yes,55,1,725,2,2,3,2,1,787,4,1,78,3,5,6,1,2,19859,21199,5,1,13,3,4,80,1,24,2,3,5,2,1,4,40.0,10890.343814242176
Ind570,No,36,3,1434,1,8,4,1,1,789,1,1,76,2,3,1,1,1,7587,14229,1,2,15,3,2,80,0,10,1,3,10,7,0,9,28.1,8989.414209925868
Ind571,No,52,3,715,2,19,4,2,1,791,4,1,41,3,1,2,4,2,4258,26589,0,2,18,3,1,80,1,5,3,3,4,3,1,2,35.4,9175.965960461785
Ind572,No,26,2,575,2,1,2,1,1,792,1,2,71,1,1,3,4,3,4364,5288,3,2,14,3,1,80,1,5,2,3,2,2,2,0,37.2,12526.263392854573
Ind573,No,29,1,657,2,27,3,2,1,793,2,2,66,3,2,5,3,2,4335,25549,4,2,12,3,1,80,1,11,3,2,8,7,1,1,32.2,11010.122284971148
Ind574,Yes,26,1,1146,1,8,3,4,1,796,4,1,38,2,2,1,1,1,5326,3064,6,2,17,3,3,80,0,6,2,2,4,3,1,2,34.7,13040.252661510369
Ind575,No,34,1,182,2,1,4,1,1,797,2,2,72,4,1,2,4,1,3280,13551,2,2,16,3,3,80,0,10,2,3,4,2,1,3,35.3,13949.786503531805
Ind576,No,54,1,376,2,19,4,2,1,799,4,2,95,3,2,4,1,3,5485,22670,9,1,11,3,2,80,2,9,4,3,5,3,1,4,39.5,13417.21711284717
Ind577,No,27,2,829,1,8,1,3,1,800,3,1,84,3,2,1,4,2,4342,24008,0,2,19,3,2,80,1,5,3,3,4,2,1,1,29.6,11907.897521982304
Ind578,No,37,1,571,2,10,1,1,1,802,4,2,82,3,1,2,1,3,2782,19905,0,1,13,3,2,80,2,6,3,2,5,3,4,3,29.5,12155.099478983446
Ind579,No,38,2,240,2,2,4,1,1,803,1,2,75,4,2,4,1,1,5980,26085,6,1,12,3,4,80,0,17,2,3,15,7,4,12,29.5,11296.983794639247
Ind580,No,34,1,121,2,2,4,2,1,804,3,2,86,2,1,2,1,1,4381,7530,1,2,11,3,3,80,0,6,3,3,6,5,1,3,34.5,12090.568354623223
Ind581,No,35,1,384,1,8,4,1,1,805,1,2,72,3,1,7,4,2,2572,20317,1,2,16,3,2,80,1,3,1,2,3,2,0,2,39.3,7622.04352772592
Ind582,No,30,1,921,2,1,3,1,1,806,4,1,38,1,1,3,3,2,3833,24375,3,2,21,4,3,80,2,7,2,3,2,2,0,2,37.8,10189.837554498861
Ind583,No,40,2,791,2,2,2,2,1,807,3,2,38,4,2,5,2,2,4244,9931,1,2,24,4,4,80,1,8,2,3,8,7,3,7,29.0,12595.818889146754
Ind584,No,34,1,1111,1,8,2,1,1,808,3,2,93,3,2,1,1,2,6500,13305,5,2,17,3,2,80,1,6,1,3,3,2,1,2,34.0,11594.96260329494
Ind585,No,42,2,570,2,8,3,1,1,809,2,1,66,3,5,6,4,3,18430,16225,1,2,13,3,2,80,1,24,4,2,24,7,14,9,41.6,13680.813489401875
Ind586,Yes,23,1,1243,2,6,3,1,1,811,3,1,63,4,1,3,1,2,1601,3445,1,1,21,4,3,80,2,1,2,3,0,0,0,0,39.4,12260.599499326632
Ind587,No,24,3,1092,2,9,3,1,1,812,3,1,60,2,1,3,2,3,2694,26551,1,2,11,3,3,80,3,1,4,3,1,0,0,0,39.5,10748.822688152482
Ind588,No,52,1,1325,2,11,4,1,1,813,4,2,82,3,2,3,3,2,3149,21821,8,2,20,4,2,80,1,9,3,3,5,2,1,4,39.0,9037.135232040744
Ind589,No,50,1,691,2,2,3,2,1,815,3,1,64,3,4,8,3,2,17639,6881,5,2,16,3,4,80,0,30,3,3,4,3,0,3,37.4,12182.129426105188
Ind590,Yes,29,1,805,2,1,2,1,1,816,2,2,36,2,1,3,1,2,2319,6689,1,1,11,3,4,80,1,1,1,3,1,0,0,0,34.6,11036.579539879005
Ind591,No,33,1,213,2,7,3,2,1,817,3,1,49,3,3,8,3,2,11691,25995,0,2,11,3,4,80,0,14,3,4,13,9,3,7,29.5,9620.792568320672
Ind592,Yes,33,1,118,1,16,3,3,1,819,1,2,69,3,2,1,1,1,5324,26507,5,2,15,3,3,80,0,6,3,3,3,2,0,2,27.9,13874.260877328727
Ind593,No,47,1,202,2,2,2,6,1,820,3,2,33,3,4,6,4,2,16752,12982,1,1,11,3,3,80,1,26,3,2,26,14,3,0,42.9,8102.200317757542
Ind594,No,36,1,676,2,1,3,6,1,823,3,2,35,3,2,4,2,2,5228,23361,0,2,15,3,1,80,1,10,2,3,9,7,0,5,33.7,13673.748286998301
Ind595,No,29,1,1252,2,23,2,1,1,824,3,1,81,4,1,2,3,2,2700,23779,1,2,24,4,3,80,1,10,3,3,10,7,0,7,39.3,13004.462500284912
Ind596,Yes,58,1,286,2,2,4,1,1,825,4,1,31,3,5,8,2,1,19246,25761,7,1,12,3,4,80,0,40,2,3,31,15,13,8,22.9,11515.001659441603
Ind597,No,35,1,1258,2,1,4,1,1,826,4,2,40,4,1,2,3,1,2506,13301,3,2,13,3,3,80,0,7,0,3,2,2,2,2,29.9,12812.302491231838
Ind598,No,42,1,932,2,1,2,1,1,827,4,2,43,2,2,4,4,2,6062,4051,9,1,13,3,4,80,1,8,4,3,4,3,0,2,35.6,12830.405841953327
Ind599,Yes,28,1,890,2,2,4,2,1,828,3,1,46,3,1,2,3,1,4382,16374,6,2,17,3,4,80,0,5,3,2,2,2,2,1,33.7,10675.897086325933
Ind600,No,36,1,1041,3,13,3,5,1,829,3,1,36,3,1,9,2,2,2143,25527,4,2,13,3,2,80,1,8,2,3,5,2,0,4,36.0,12448.290537507764
Ind601,No,32,1,859,2,4,3,1,1,830,3,2,98,2,2,4,3,2,6162,19124,1,2,12,3,3,80,1,14,3,3,14,13,6,8,34.6,10805.590865179205
Ind602,No,40,2,720,2,16,4,2,1,832,1,1,51,2,2,3,3,1,5094,11983,6,2,14,3,4,80,0,10,6,3,1,0,0,0,36.8,13317.315054463417
Ind603,No,30,1,946,2,2,3,2,1,833,3,2,52,2,2,4,4,1,6877,20234,5,1,24,4,2,80,0,12,4,2,0,0,0,0,36.5,9588.889653950597
Ind604,No,45,1,252,2,2,3,1,1,834,2,2,95,2,1,2,3,1,2274,6153,1,2,14,3,4,80,0,1,3,3,1,0,0,0,34.5,13510.714905693985
Ind605,No,42,1,933,2,29,3,1,1,836,2,1,98,3,2,4,2,2,4434,11806,1,2,13,3,4,80,1,10,3,2,9,8,7,8,34.7,12364.030571741823
Ind606,No,38,2,471,2,12,3,1,1,837,1,1,45,2,2,5,1,3,6288,4284,2,2,15,3,3,80,1,13,3,2,4,3,1,2,33.6,11030.510539103943
Ind607,No,34,2,702,2,16,4,1,1,838,3,2,100,2,1,2,4,1,2553,8306,1,2,16,3,3,80,0,6,3,3,5,2,1,3,33.8,10259.924869341357
Ind608,Yes,49,1,1184,1,11,3,3,1,840,3,2,43,3,3,1,4,2,7654,5860,1,2,18,3,1,80,2,9,3,4,9,8,7,7,36.6,12619.647824959897
Ind609,Yes,55,1,436,1,2,1,2,1,842,3,1,37,3,2,1,4,1,5160,21519,4,2,16,3,3,80,0,12,3,2,9,7,7,3,31.1,10454.413634406337
Ind610,No,43,1,589,2,14,2,1,1,843,2,1,94,3,4,8,1,2,17159,5200,6,2,24,4,3,80,1,22,3,3,4,1,1,0,37.2,11897.778782659063
Ind611,No,27,1,269,2,5,1,4,1,844,3,1,42,2,3,8,4,3,12808,8842,1,1,16,3,2,80,1,9,3,3,9,8,0,8,32.1,14080.99819002286
Ind612,No,35,1,950,2,7,3,6,1,845,3,1,59,3,3,4,3,1,10221,18869,3,2,21,4,2,80,0,17,3,4,8,5,1,6,37.7,13830.677358631809
Ind613,No,28,1,760,1,2,4,3,1,846,2,2,81,3,2,1,2,2,4779,3698,1,1,20,4,1,80,0,8,2,3,8,7,7,5,34.6,9216.20639307697
Ind614,No,34,1,829,3,3,2,5,1,847,3,1,88,3,1,9,4,2,3737,2243,0,2,19,3,3,80,1,4,1,1,3,2,0,2,38.7,10939.149579005143
Ind615,Yes,26,2,887,2,5,2,2,1,848,3,2,88,2,1,2,3,2,2366,20898,1,1,14,3,1,80,1,8,2,3,8,7,1,7,36.7,13159.935700575628
Ind616,No,27,3,443,2,3,3,2,1,850,4,1,50,3,1,2,4,2,1706,16571,1,2,11,3,3,80,3,0,6,2,0,0,0,0,33.9,10745.182213448312
Ind617,No,51,1,1318,1,26,4,3,1,851,1,2,66,3,4,6,3,2,16307,5594,2,2,14,3,3,80,1,29,2,2,20,6,4,17,34.3,10805.673361922758
Ind618,No,44,1,625,2,4,3,2,1,852,4,1,50,3,2,5,2,1,5933,5197,9,2,12,3,4,80,0,10,2,2,5,2,2,3,37.6,8282.296738438201
Ind619,No,25,1,180,2,2,1,2,1,854,1,1,65,4,1,2,1,1,3424,21632,7,2,13,3,3,80,0,6,3,2,4,3,0,1,36.1,12383.844245128012
Ind620,No,33,1,586,1,1,3,2,1,855,1,1,48,4,2,1,1,3,4037,21816,1,2,22,4,1,80,1,9,5,3,9,8,0,8,43.2,12929.212656347365
